,My ID,id,title,readyInMinutes,nutrition>caloricBreakdown>percentProtein,nutrition>caloricBreakdown>percentFat,nutrition>caloricBreakdown>percentCarbs,servings,image,sourceUrl,summary,aggregateLikes,winePairing>pairedWines,winePairing>pairingText
266,52381,52381,Chunky Tomato-Fruit Gazpacho,45,8.17,4.98,86.85,7,https://spoonacular.com/recipeImages/52381-556x370.jpg,http://www.myrecipes.com/recipe/chunky-tomato-fruit-gazpacho-50400000117316/,"Chunky Tomato-Fruit Gazpacho might be a good recipe to expand your soup recipe box. This recipe serves 7 and costs $1.01 per serving. One portion of this dish contains roughly <b>2g of protein</b>, <b>1g of fat</b>, and a total of <b>94 calories</b>. <b>Summer</b> will be even more special with this recipe. It is a good option if you're following a <b>gluten free and vegan</b> diet. 1 person has made this recipe and would make it again. Head to the store and pick up cantaloupe, tomatoes, basil, and a few other things to make it today. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is brought to you by My Recipes. With a spoonacular <b>score of 65%</b>, this dish is solid. Similar recipes include <a href=""https://spoonacular.com/recipes/chunky-tomato-fruit-gazpacho-27774"">Chunky Tomato-Fruit Gazpacho</a>, <a href=""https://spoonacular.com/recipes/chunky-tomato-gazpacho-639388"">Chunky Tomato Gazpacho</a>, and <a href=""https://spoonacular.com/recipes/chunky-gazpacho-205208"">Chunky Gazpacho</a>.",0,,
267,29606,29606,Broccoli and Three-Cheese Casserole,45,26.34,26.93,46.73,6,https://spoonacular.com/recipeImages/29606-556x370.jpg,http://www.myrecipes.com/recipe/broccoli-three-cheese-casserole-10000001545795/,"Broccoli and Three-Cheese Casserole might be just the main course you are searching for. One portion of this dish contains approximately <b>16g of protein</b>, <b>8g of fat</b>, and a total of <b>246 calories</b>. This recipe serves 6. For <b>$1.03 per serving</b>, this recipe <b>covers 18%</b> of your daily requirements of vitamins and minerals. 1 person were glad they tried this recipe. Head to the store and pick up egg whites, broccoli florets, extrasharp cheddar cheese, and a few other things to make it today. To use up the egg substitute you could follow this main course with the <a href=""https://spoonacular.com/recipes/blueberry-cake-51430"">Blueberry Cake</a> as a dessert. It will be a hit at your <b>Autumn</b> event. With a spoonacular <b>score of 53%</b>, this dish is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/broccoli-and-cheese-casserole-244870"">Broccoli and Cheese Casserole</a>, <a href=""https://spoonacular.com/recipes/broccoli-cheese-casserole-475302"">Broccoli Cheese Casserole</a>, and <a href=""https://spoonacular.com/recipes/only-the-best-broccoli-and-cheese-casserole-ever-110724"">Only the Best Broccoli and Cheese Casserole Ever!:)</a>.",0,,
268,123487,123487,Delicious Country Corn,20,8.11,44.02,47.87,6,https://spoonacular.com/recipeImages/123487-556x370.jpg,http://www.food.com/recipe/delicious-country-corn-110877,"Need a <b>gluten free and vegetarian side dish</b>? Delicious Country Corn could be an excellent recipe to try. This recipe serves 6. One serving contains <b>162 calories</b>, <b>4g of protein</b>, and <b>9g of fat</b>. For <b>89 cents per serving</b>, this recipe <b>covers 7%</b> of your daily requirements of vitamins and minerals. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes around <b>20 minutes</b>. If you have butter, green onions, corn, and a few other ingredients on hand, you can make it. All things considered, we decided this recipe <b>deserves a spoonacular score of 25%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/corn-au-gratin-this-homestyle-casserole-is-a-delicious-way-to-serve-corn-599268"">Corn Au Gratin – this homestyle casserole is a delicious way to serve corn</a>, <a href=""https://spoonacular.com/recipes/country-corn-407055"">Country Corn</a>, and <a href=""https://spoonacular.com/recipes/country-fried-corn-147901"">Country Fried Corn</a> for similar recipes.",0,,
269,79363,79363,Sparkling Pepper Berry Cocktail,2,3.21,2.58,94.21,1,https://spoonacular.com/recipeImages/79363-556x370.jpg,http://www.williams-sonoma.com/recipe/sparkling-pepper-berry-cocktail.html,"Sparkling Pepper Berry Cocktail might be just the beverage you are searching for. This recipe serves 1 and costs $1.37 per serving. One serving contains <b>120 calories</b>, <b>0g of protein</b>, and <b>0g of fat</b>. It is a good option if you're following a <b>gluten free and vegan</b> diet. 76 people have made this recipe and would make it again. A mixture of vodka, mint sprig, raspberry liqueur, and a handful of other ingredients are all it takes to make this recipe so delicious. From preparation to the plate, this recipe takes around <b>2 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 8%</b>. This score is improvable. Try <a href=""https://spoonacular.com/recipes/sparkling-apple-cocktail-188542"">Sparkling Apple Cocktail</a>, <a href=""https://spoonacular.com/recipes/sparkling-cranberry-gin-cocktail-586804"">Sparkling Cranberry & Gin Cocktail</a>, and <a href=""https://spoonacular.com/recipes/sparkling-strawberry-cocktail-58350"">Sparkling Strawberry Cocktail</a> for similar recipes.",76,,
270,75008,75008,Roast Goose With Sour Cherry & Red Wine Sauce,204,16.95,80.85,2.2,6,https://spoonacular.com/recipeImages/75008-556x370.jpg,http://www.bbcgoodfood.com/recipes/4917/,"Roast Goose With Sour Cherry & Red Wine Sauce is a <b>gluten free</b> recipe with 6 servings. One serving contains <b>2884 calories</b>, <b>122g of protein</b>, and <b>259g of fat</b>. For <b>$11.4 per serving</b>, this recipe <b>covers 53%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes roughly <b>3 hours and 24 minutes</b>. 1 person has made this recipe and would make it again. If you have redcurrant jelly, cinnamon stick, shallots, and a few other ingredients on hand, you can make it. To use up the red wine you could follow this main course with the <a href=""https://spoonacular.com/recipes/red-wine-chocolate-cake-sundaysupper-547415"">Red Wine Chocolate Cake #SundaySupper</a> as a dessert. It works well as a main course. It is brought to you by BBC Good Food. Overall, this recipe earns a <b>solid spoonacular score of 75%</b>. Try <a href=""https://spoonacular.com/recipes/roast-goose-with-juniper-sauce-129628"">Roast Goose With Juniper Sauce</a>, <a href=""https://spoonacular.com/recipes/spiced-roast-goose-with-dried-fruit-pan-sauce-75015"">Spiced Roast Goose with Dried-Fruit Pan Sauce</a>, and <a href=""https://spoonacular.com/recipes/rib-roast-with-red-wine-pan-sauce-599024"">Rib Roast with Red-Wine Pan Sauce</a> for similar recipes.",0,,
271,117472,117472,Fast French Onion Soup,45,29.23,39.17,31.6,4,https://spoonacular.com/recipeImages/117472-556x370.png,http://www.marthastewart.com/314946/fast-french-onion-soup,"The recipe Fast French Onion Soup could satisfy your Mediterranean craving in approximately <b>45 minutes</b>. One portion of this dish contains around <b>18g of protein</b>, <b>11g of fat</b>, and a total of <b>244 calories</b>. For <b>$2.48 per serving</b>, you get a main course that serves 4. It is perfect for <b>Autumn</b>. 5 people have made this recipe and would make it again. If you have thick- country bread, beef broth, coarse salt and ground pepper, and a few other ingredients on hand, you can make it. To use up the coarse salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/healthy-raw-chocolate-pudding-516858"">Healthy Raw Chocolate Pudding</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 40%</b>. This score is pretty good. Try <a href=""https://spoonacular.com/recipes/le-cafe-ile-st-louis-onion-soup-gratinee-this-is-a-new-take-on-the-classic-french-onion-soup-599269"">Le Cafe Ile St. Louis Onion Soup Gratinee – this is a new take on the classic French Onion Soup</a>, <a href=""https://spoonacular.com/recipes/french-onion-soup-topped-french-bread-pizzas-and-salad-with-dijon-vinaigrette-312082"">French Onion Soup Topped French Bread Pizzas and Salad with Dijon Vinaigrette</a>, and <a href=""https://spoonacular.com/recipes/crockpot-french-onion-soup-with-cheesy-french-toast-685740"">Crockpot French Onion Soup with Cheesy French Toast</a> for similar recipes.",5,"['bordeaux', 'champagne', 'white burgundy']","French works really well with Bordeaux, Champagne, and White Burgundy. French wine is just as diverse as French food, but you rarely go wrong with champagne. If your meal calls for a white wine, you might also try a white burgundy. For a red, try a red bordeaux blend. You could try Terra Blanca ""ONYX"" Mountain Bordeaux Blend. Reviewers quite like it with a 4 out of 5 star rating and a price of about 103 dollars per bottle."
272,57247,57247,Decadent Fig And Rosewater Smoothie,45,7.01,26.6,66.39,2,https://spoonacular.com/recipeImages/57247-556x370.jpg,http://www.mostlyeating.com/decadent-fig-and-rosewater-smoothie,"Need a <b>gluten free, primal, and vegetarian morn meal</b>? Decadent Fig And Rosewater Smoothie could be a super recipe to try. This recipe makes 2 servings with <b>339 calories</b>, <b>7g of protein</b>, and <b>12g of fat</b> each. For <b>$15.84 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. A mixture of figs, rosewater, natural, and a handful of other ingredients are all it takes to make this recipe so yummy. Only a few people made this recipe, and 2 would say it hit the spot. From preparation to the plate, this recipe takes around <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 45%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/raspberry-rosewater-smoothie-46978"">Raspberry Rosewater Smoothie</a>, <a href=""https://spoonacular.com/recipes/raspberry-banana-smoothie-with-coconut-milk-and-rosewater-596265"">Raspberry Banana Smoothie with Coconut Milk and Rosewater</a>, and <a href=""https://spoonacular.com/recipes/strawberry-orange-rosewater-smoothie-virtual-baby-shower-541693"">Strawberry, Orange & Rosewater Smoothie: Virtual Baby Shower</a> for similar recipes.",2,,
273,6594,6594,Swordfish Burgers,15,39.14,52.25,8.61,2,https://spoonacular.com/recipeImages/6594-556x370.jpg,http://www.skinnytaste.com/2009/04/swordfish-burgers.html,"Swordfish Burgers is a <b>dairy free and pescatarian</b> main course. One portion of this dish contains approximately <b>70g of protein</b>, <b>41g of fat</b>, and a total of <b>727 calories</b>. This recipe serves 2. For <b>$8.83 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. This recipe from Skinny Taste has 114 fans. This recipe is typical of American cuisine. A mixture of garlic cloves, chives, extra virgin olive oil, and a handful of other ingredients are all it takes to make this recipe so yummy. To use up the lemon zest you could follow this main course with the <a href=""https://spoonacular.com/recipes/orange-marmalade-cookies-with-orange-zest-icing-589746"">Orange Marmalade Cookies with Orange Zest Icing</a> as a dessert. From preparation to the plate, this recipe takes approximately <b>15 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is tremendous. Similar recipes include <a href=""https://spoonacular.com/recipes/swordfish-burgers-with-lemon-vinaigrette-835472"">Swordfish Burgers with Lemon Vinaigrette</a>, <a href=""https://spoonacular.com/recipes/bacon-and-cheese-stuffed-burgers-jucy-lucy-burgers-491957"">Bacon and Cheese Stuffed Burgers (Jucy Lucy Burgers)</a>, and <a href=""https://spoonacular.com/recipes/swordfish-spiedini-348638"">Swordfish Spiedini</a>.",114,"['pinot grigio', 'gruener veltliner', 'pinot noir']","Pinot Grigio, Gruener Veltliner, and Pinot Noir are great choices for Fish. Fish is as diverse as wine, so it's hard to pick wines that go with every fish. A crisp white wine, such as a pinot grigio or Grüner Veltliner, will suit any delicately flavored white fish. Meaty, strongly flavored fish such as salmon and tuna can even handle a light red wine, such as a pinot noir. One wine you could try is NEXT Pinot Gris. It has 5 out of 5 stars and a bottle costs about 18 dollars."
274,10934,10934,Pomegranate-glazed Quail With Frisee & Brussels Sprout Leaves,88,18.94,40.45,40.61,3,https://spoonacular.com/recipeImages/10934-556x370.jpg,http://www.sfgate.com/food/recipes/detail.html?rid=16755&sorig=qs,"You can never have too many main course recipes, so give Pomegranate-glazed Quail With Frisee & Brussels Sprout Leaves a try. One portion of this dish contains roughly <b>39g of protein</b>, <b>35g of fat</b>, and a total of <b>787 calories</b>. This gluten free, dairy free, and whole 30 recipe serves 3 and costs <b>$11.77 per serving</b>. From preparation to the plate, this recipe takes roughly <b>1 hour and 28 minutes</b>. 1 person were impressed by this recipe. If you have quail, balsamic vinegar, pomegranate seeds, and a few other ingredients on hand, you can make it. With a spoonacular <b>score of 83%</b>, this dish is great. Try <a href=""https://spoonacular.com/recipes/rib-eye-roast-with-chestnuts-and-brussels-sprout-leaves-10904"">Rib Eye Roast with Chestnuts and Brussels Sprout Leaves</a>, <a href=""https://spoonacular.com/recipes/brussels-sprout-leaves-with-chorizo-and-toasted-almonds-623672"">Brussels Sprout Leaves with Chorizo and Toasted Almonds</a>, and <a href=""https://spoonacular.com/recipes/brussels-sprout-leaves-and-crunchy-garden-radishes-10803"">Brussels Sprout Leaves And Crunchy Garden Radishes</a> for similar recipes.",0,,
275,60816,60816,Oatmeal Chocolate Chip Cake,170,3.72,35.91,60.37,9,https://spoonacular.com/recipeImages/60816-556x370.jpg,http://www.bakeorbreak.com/2011/01/oatmeal-chocolate-chip-cake/,"This recipe makes 9 servings with <b>743 calories</b>, <b>7g of protein</b>, and <b>30g of fat</b> each. For <b>90 cents per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes roughly <b>2 hours and 50 minutes</b>. 248 people have made this recipe and would make it again. If you have baking powder, cream cheese, tablespoons flour, and a few other ingredients on hand, you can make it. All things considered, we decided this recipe <b>deserves a spoonacular score of 29%</b>. This score is not so awesome. Similar recipes include <a href=""https://spoonacular.com/recipes/chocolate-chip-oatmeal-cake-163247"">Chocolate Chip Oatmeal Cake</a>, <a href=""https://spoonacular.com/recipes/oatmeal-chocolate-chip-cake-446301"">Oatmeal Chocolate Chip Cake</a>, and <a href=""https://spoonacular.com/recipes/oatmeal-chocolate-chip-cake-with-cream-cheese-frosting-60691"">Oatmeal Chocolate Chip Cake With Cream Cheese Frosting</a>.",248,,
276,71737,71737,Flavorful And Comforting Chicken Pot Pie,120,13.21,55.16,31.63,1,https://spoonacular.com/recipeImages/71737-556x370.jpg,http://www.recipezaar.com/Flavorful-and-Comforting-Chicken-Pot-Pie-286815,"Flavorful And Comforting Chicken Pot Pie requires about <b>2 hours</b> from start to finish. For <b>$14.74 per serving</b>, this recipe <b>covers 81%</b> of your daily requirements of vitamins and minerals. One serving contains <b>4190 calories</b>, <b>126g of protein</b>, and <b>250g of fat</b>. This recipe serves 1. 1 person were impressed by this recipe. Not a lot of people really liked this main course. A mixture of parsley, potato, chicken, and a handful of other ingredients are all it takes to make this recipe so tasty. To use up the potato you could follow this main course with the <a href=""https://spoonacular.com/recipes/sweet-potato-pie-45108"">Sweet Potato Pie</a> as a dessert. Taking all factors into account, this recipe <b>earns a spoonacular score of 78%</b>, which is solid. Similar recipes include <a href=""https://spoonacular.com/recipes/instant-pot-chicken-pot-pie-soup-916463"">Instant Pot Chicken Pot Pie Soup</a>, <a href=""https://spoonacular.com/recipes/chicken-pot-pie-pockets-908274"">Chicken Pot Pie Pockets</a>, and <a href=""https://spoonacular.com/recipes/homemade-chicken-pot-pie-soup-922614"">Homemade Chicken Pot Pie Soup</a>.",0,,
277,88175,88175,Salmon with Dill Sauce,30,54.24,38.84,6.92,4,https://spoonacular.com/recipeImages/88175-556x370.png,http://www.tasteofhome.com/Recipes/salmon-with-dill-sauce,"Salmon with Dill Sauce is a <b>gluten free and pescatarian</b> main course. This recipe serves 4. For <b>$2.65 per serving</b>, this recipe <b>covers 18%</b> of your daily requirements of vitamins and minerals. One serving contains <b>184 calories</b>, <b>24g of protein</b>, and <b>8g of fat</b>. Head to the store and pick up seasoning blend, yogurt, salmon fillet, and a few other things to make it today. To use up the low fat plain yogurt you could follow this main course with the <a href=""https://spoonacular.com/recipes/yogurt-molasses-cookies-173936"">Yogurt Molasses Cookies</a> as a dessert. This recipe is liked by 1 foodies and cooks. All things considered, we decided this recipe <b>deserves a spoonacular score of 85%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/salmon-with-dijon-dill-sauce-85006"">Salmon With Dijon Dill Sauce</a>, <a href=""https://spoonacular.com/recipes/salmon-with-creamy-dill-sauce-911590"">Salmon with Creamy Dill Sauce</a>, and <a href=""https://spoonacular.com/recipes/salmon-with-dijon-dill-sauce-1533"">Salmon with Dijon Dill Sauce</a> for similar recipes.",0,"['chardonnay', 'pinot noir', 'sauvignon blanc']","Salmon works really well with Chardonnay, Pinot Noir, and Sauvignon Blanc. To decide on white or red, you should consider your seasoning and sauces. Chardonnay is a great friend to buttery, creamy dishes, while sauvignon blanc can complement herb or citrus-centric dishes. A light-bodied, low-tannin red such as the pinot noir goes great with broiled or grilled salmon. One wine you could try is Mercer Estates Zephyr Ridge Vineyard Reserve Chardonnay. It has 5 out of 5 stars and a bottle costs about 35 dollars."
278,27634,27634,Herb-Grilled Chicken With Watermelon-Feta Salad,20,37.39,58.86,3.75,4,https://spoonacular.com/recipeImages/27634-556x370.jpg,http://www.myrecipes.com/recipe/herb-grilled-chicken-with-watermelon-feta-salad-10000001109468/,"Herb-Grilled Chicken With Watermelon-Feta Salad might be just the main course you are searching for. One serving contains <b>305 calories</b>, <b>29g of protein</b>, and <b>20g of fat</b>. This recipe serves 4 and costs $2.03 per serving. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>20 minutes</b>. If you have vegetable oil, oregano, salt, and a few other ingredients on hand, you can make it. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. It is a good option if you're following a <b>gluten free and fodmap friendly</b> diet. With a spoonacular <b>score of 47%</b>, this dish is pretty good. Try <a href=""https://spoonacular.com/recipes/30-minute-grilled-chicken-thighs-with-watermelon-and-feta-salad-733798"">30-Minute Grilled Chicken Thighs with Watermelon and Feta Salad</a>, <a href=""https://spoonacular.com/recipes/3-ingredient-grilled-watermelon-feta-and-tomato-salad-901087"">3-Ingredient Grilled Watermelon, Feta, and Tomato Salad</a>, and <a href=""https://spoonacular.com/recipes/grilled-watermelon-salad-with-feta-mint-and-lime-21051"">Grilled Watermelon Salad With Feta,mint And Lime</a> for similar recipes.",0,,
279,70216,70216,Fresh Raspberry Pie,45,2.15,68.22,29.63,8,https://spoonacular.com/recipeImages/70216-556x370.jpg,http://www.finecooking.com/recipes/fresh-raspberry-pie.aspx,"Need a <b>vegetarian dessert</b>? Fresh Raspberry Pie could be an excellent recipe to try. One serving contains <b>354 calories</b>, <b>2g of protein</b>, and <b>28g of fat</b>. This recipe serves 8 and costs $1.46 per serving. 43 people were glad they tried this recipe. Head to the store and pick up egg white, ground cinnamon, lemon rind, and a few other things to make it today. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 33%</b>. This score is not so spectacular. Similar recipes are <a href=""https://spoonacular.com/recipes/fresh-blackberry-pie-911116"">Fresh Blackberry Pie</a>, <a href=""https://spoonacular.com/recipes/fresh-raspberry-pie-125886"">Fresh Raspberry Pie</a>, and <a href=""https://spoonacular.com/recipes/fresh-raspberry-pie-445292"">Fresh Raspberry Pie</a>.",43,,
280,64900,64900,Blueberry Buckle,80,3.57,47.72,48.71,1,https://spoonacular.com/recipeImages/64900-556x370.jpg,http://www.recipezaar.com/Blueberry-Buckle-56235,"Blueberry Buckle requires roughly <b>1 hour and 20 minutes</b> from start to finish. This recipe serves 1 and costs $4.3 per serving. One portion of this dish contains roughly <b>18g of protein</b>, <b>109g of fat</b>, and a total of <b>1992 calories</b>. 1 person were impressed by this recipe. If you have egg, glaze, shortening, and a few other ingredients on hand, you can make it. It is brought to you by Recipezaar. All things considered, we decided this recipe <b>deserves a spoonacular score of 56%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/blueberry-buckle-585224"">Blueberry Buckle</a>, <a href=""https://spoonacular.com/recipes/blueberry-buckle-395969"">Blueberry Buckle</a>, and <a href=""https://spoonacular.com/recipes/blueberry-buckle-909836"">Blueberry Buckle</a> for similar recipes.",0,,
281,3842,3842,"Honey, Soy And Beer Broiled Mackerel With Sesame-lime Glaze",80,25.96,40.73,33.31,5,https://spoonacular.com/recipeImages/3842-556x370.jpg,http://www.foodgal.com/2008/05/a-mackerel-match-made-in-heaven/#more-143,"Honey, Soy And Beer Broiled Mackerel With Sesame-lime Glaze might be just the main course you are searching for. One portion of this dish contains about <b>49g of protein</b>, <b>34g of fat</b>, and a total of <b>756 calories</b>. This recipe serves 5 and costs $5.92 per serving. 1 person were glad they tried this recipe. It can be enjoyed any time, but it is especially good for <b>Father's Day</b>. It is a good option if you're following a <b>dairy free and pescatarian</b> diet. From preparation to the plate, this recipe takes about <b>1 hour and 20 minutes</b>. Head to the store and pick up bay leaves, ginger, mackerel fillets, and a few other things to make it today. To use up the olive oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/sauteed-banana-granola-and-yogurt-parfait-624619"">Sauteed Banana, Granolan and Yogurt Parfait</a> as a dessert. With a spoonacular <b>score of 76%</b>, this dish is good. Similar recipes include <a href=""https://spoonacular.com/recipes/beer-braised-brisket-with-honey-lime-glaze-199660"">Beer-Braised Brisket with Honey-Lime Glaze</a>, <a href=""https://spoonacular.com/recipes/honey-soy-steak-kebabs-with-cilantro-lime-sauce-919833"">Honey Soy Steak Kebabs with Cilantro Lime Sauce</a>, and <a href=""https://spoonacular.com/recipes/soy-sesame-dressing-916772"">Soy-Sesame Dressing</a>.",0,,
282,166465,166465,Chicken and Sausage Gumbo with Corn Dumplings,40,31.55,49.77,18.68,4,https://spoonacular.com/recipeImages/166465-556x370.jpg,http://www.BettyCrocker.com/recipes/chicken-and-sausage-gumbo-with-corn-dumplings/7ea35052-0a97-45e3-8f7f-3a23cc1c8b4d,"Chicken and Sausage Gumbo with Corn Dumplings might be just the main course you are searching for. One serving contains <b>956 calories</b>, <b>76g of protein</b>, and <b>53g of fat</b>. For <b>$4.72 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. 1 person were impressed by this recipe. This recipe is typical of Creole cuisine. Head to the store and pick up milk, butter, egg, and a few other things to make it today. To use up the egg you could follow this main course with the <a href=""https://spoonacular.com/recipes/rose-levy-beranbaums-chocolate-tomato-cake-with-mystery-ganache-27408"">Rose Levy Beranbaum's Chocolate Tomato Cake with Mystery Ganache</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 47%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/chicken-and-sausage-gumbo-34855"">Chicken And Sausage Gumbo</a>, <a href=""https://spoonacular.com/recipes/chicken-and-sausage-gumbo-12249"">Chicken And Sausage Gumbo</a>, and <a href=""https://spoonacular.com/recipes/chicken-and-sausage-gumbo-857641"">Chicken and Sausage Gumbo</a> for similar recipes.",0,"['sauvignon blanc', 'rose wine', 'albarino']","Sauvignon Blanc, rosé Wine, and Albarino are great choices for Cajun. These low-tannin, lower alcohol wines will complement the heat in spicy cajun dishes, instead of making your mouth burn more. You could try Castoro Cellars Estate Sauvignon Blanc Wine. Reviewers quite like it with a 5 out of 5 star rating and a price of about 15 dollars per bottle."
283,65939,65939,Panettone Panzanella with Pancetta and Brussels Sprouts,45,7.08,67.39,25.53,8,https://spoonacular.com/recipeImages/65939-556x370.jpg,http://www.epicurious.com/recipes/food/views/Panettone-Panzanella-with-Pancetta-and-Brussels-Sprouts-240746,"Panettone Panzanella with Pancettan and Brussels Sprouts might be just the side dish you are searching for. This recipe serves 8 and costs $1.75 per serving. One portion of this dish contains approximately <b>5g of protein</b>, <b>21g of fat</b>, and a total of <b>408 calories</b>. 1 person were glad they tried this recipe. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. This recipe is typical of Mediterranean cuisine. A mixture of apple cider, granny smith apple, shallots, and a handful of other ingredients are all it takes to make this recipe so flavorful. It is a good option if you're following a <b>gluten free and primal</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 76%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/rye-panzanella-salad-with-brussels-sprouts-pastrami-and-dijon-vinaigrette-178971"">Rye Panzanella Salad with Brussels Sprouts, Pastrami and Dijon Vinaigrette</a>, <a href=""https://spoonacular.com/recipes/brussels-sprouts-with-pancetta-92457"">Brussels Sprouts With Pancetta</a>, and <a href=""https://spoonacular.com/recipes/brussels-sprouts-with-pancetta-390649"">Brussels Sprouts with Pancetta</a> for similar recipes.",1,"['chianti', 'trebbiano', 'verdicchio']","Italian on the menu? Try pairing with Chianti, Trebbiano, and Verdicchio. Italians know food and they know wine. Trebbiano and Verdicchio are Italian white wines that pair well with fish and white meat, while Chianti is a great Italian red for heavier, bolder dishes. You could try Ricasoli Brolio Chianti Classico Riserva. Reviewers quite like it with a 4 out of 5 star rating and a price of about 23 dollars per bottle."
284,16023,16023,Rack of Lamb with Coconut-Mint Sauce and Glazed Peas,45,13.42,80.72,5.86,4,https://spoonacular.com/recipeImages/16023-556x370.jpg,http://www.foodandwine.com/recipes/rack-of-lamb-with-coconut-mint-sauce-and-glazed-peas,"Rack of Lamb with Coconut-Mint Sauce and Glazed Peas might be just the main course you are searching for. Watching your figure? This gluten free recipe has <b>1223 calories</b>, <b>41g of protein</b>, and <b>110g of fat</b> per serving. For <b>$7.64 per serving</b>, this recipe <b>covers 32%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. This recipe from Food and Wine has 1 fans. If you have lime juice, salt and pepper, ginger, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes around <b>45 minutes</b>. With a spoonacular <b>score of 68%</b>, this dish is solid. Similar recipes include <a href=""https://spoonacular.com/recipes/mint-glazed-rack-of-lamb-for-one-97624"">Mint Glazed Rack of Lamb for One</a>, <a href=""https://spoonacular.com/recipes/rack-of-lamb-with-mint-sauce-16170"">Rack Of Lamb With Mint Sauce</a>, and <a href=""https://spoonacular.com/recipes/rack-of-lamb-with-chilli-mint-sauce-97659"">Rack of Lamb With Chilli-Mint Sauce</a>.",0,,
285,68711,68711,Filled Croissants,289,9.43,47.31,43.26,7,https://spoonacular.com/recipeImages/68711-556x370.jpg,http://www.williams-sonoma.com/recipe/filled-croissants.html,"Filled Croissants might be just the side dish you are searching for. This recipe serves 7. One portion of this dish contains around <b>5g of protein</b>, <b>11g of fat</b>, and a total of <b>210 calories</b>. For <b>78 cents per serving</b>, this recipe <b>covers 5%</b> of your daily requirements of vitamins and minerals. 1 person were glad they tried this recipe. Head to the store and pick up triangles of precut croissant dough, egg, milk, and a few other things to make it today. From preparation to the plate, this recipe takes approximately <b>4 hours and 49 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 24%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/chocolate-filled-croissants-68730"">Chocolate-Filled Croissants</a>, <a href=""https://spoonacular.com/recipes/croissants-68708"">Croissants</a>, and <a href=""https://spoonacular.com/recipes/croissants-68712"">Croissants</a> for similar recipes.",1,,
286,116796,116796,Alsatian Potato Pie,45,9.58,61.55,28.87,6,https://spoonacular.com/recipeImages/116796-556x370.png,http://www.marthastewart.com/312786/alsatian-potato-pie,"This recipe serves 6. For <b>$2.56 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains approximately <b>19g of protein</b>, <b>55g of fat</b>, and a total of <b>761 calories</b>. If you have coarse salt, puff pastry, garlic, and a few other ingredients on hand, you can make it. 12 people have made this recipe and would make it again. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 68%</b>. This score is solid. Similar recipes include <a href=""https://spoonacular.com/recipes/alsatian-potato-pie-254907"">Alsatian Potato Pie</a>, <a href=""https://spoonacular.com/recipes/alsatian-potato-pie-475645"">Alsatian Potato Pie</a>, and <a href=""https://spoonacular.com/recipes/alsatian-potato-and-bacon-tart-83623"">Alsatian Potato and Bacon Tart</a>.",12,,
